id,movie_title,year,actor_1_name,actor_2_name,actor_3_name,director_name,genres,comb
9042,the cave,2005.0,Eddie Cibrian,Cole Hauser,Marcel Iures,Bruce Hunt,Adventure Horror Thriller,Eddie Cibrian Cole Hauser Marcel Iures Bruce Hunt Adventure Horror Thriller
17813,alex & emma,2003.0,David Paymer,Lobo Sebastian,Robert Costanzo,Rob Reiner,Comedy Romance,David Paymer Lobo Sebastian Robert Costanzo Rob Reiner Comedy Romance
58151,fright night,2011.0,Grace Phipps,Reid Ewing,Sandra Vergara,Craig Gillespie,Comedy Horror,Grace Phipps Reid Ewing Sandra Vergara Craig Gillespie Comedy Horror
11400,the new world,2005.0,Christian Bale,Michael Greyeyes,Wes Studi,Terrence Malick,Biography Drama History Romance,Christian Bale Michael Greyeyes Wes Studi Terrence Malick Biography Drama History Romance
10350,wing commander,1999.0,Saffron Burrows,David Suchet,Jürgen Prochnow,Chris Roberts,Action Adventure Sci-Fi,Saffron Burrows David Suchet Jürgen Prochnow Chris Roberts Action Adventure Sci-Fi
28902,in dreams,1999.0,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,Neil Jordan,Drama Fantasy Thriller,Robert Downey Jr. Aidan Quinn Paul Guilfoyle Neil Jordan Drama Fantasy Thriller
14164,dragonball: evolution,2009.0,Ian Whyte,Texas Battle,Randall Duk Kim,James Wong,Action Adventure Fantasy Sci-Fi Thriller,Ian Whyte Texas Battle Randall Duk Kim James Wong Action Adventure Fantasy Sci-Fi Thriller
76640,the last stand,2013.0,Zach Gilford,James Burnett,Christiana Leucas,Jee-woon Kim,Action Crime Thriller,Zach Gilford James Burnett Christiana Leucas Jee-woon Kim Action Crime Thriller
11058,godsend,2004.0,Robert De Niro,Cameron Bright,Munro Chambers,Nick Hamm,Drama Horror Sci-Fi Thriller,Robert De Niro Cameron Bright Munro Chambers Nick Hamm Drama Horror Sci-Fi Thriller
57089,hoodwinked too! hood vs. evil,2011.0,Amy Poehler,Phil LaMarr,Cheech Marin,Mike Disa,Animation Comedy Family,Amy Poehler Phil LaMarr Cheech Marin Mike Disa Animation Comedy Family
1947,an unfinished life,2005.0,Morgan Freeman,Camryn Manheim,Lynda Boyd,Lasse Hallström,Drama,Morgan Freeman Camryn Manheim Lynda Boyd Lasse Hallström Drama
8054,the imaginarium of doctor parnassus,2009.0,Andrew Garfield,Lily Cole,Verne Troyer,Terry Gilliam,Adventure Fantasy Mystery,Andrew Garfield Lily Cole Verne Troyer Terry Gilliam Adventure Fantasy Mystery
46829,barney's version,2010.0,Mark Addy,Atom Egoyan,Paul Gross,Richard J. Lewis,Comedy Drama,Mark Addy Atom Egoyan Paul Gross Richard J. Lewis Comedy Drama
9039,trapped,,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,unknown,Crime Drama Thriller,Ólafur Darri Ólafsson Ingvar Eggert Sigurðsson Björn Hlynur Haraldsson unknown Crime Drama Thriller
146238,runner runner,2013.0,Justin Timberlake,John Heard,David Costabile,Brad Furman,Crime Thriller,Justin Timberlake John Heard David Costabile Brad Furman Crime Thriller
9989,antitrust,2001.0,Tyler Labine,Richard Roundtree,Ned Bellamy,Peter Howitt,Action Crime Drama Thriller,Tyler Labine Richard Roundtree Ned Bellamy Peter Howitt Action Crime Drama Thriller
311,once upon a time in america,1984.0,Robert De Niro,Burt Young,Treat Williams,Sergio Leone,Crime Drama,Robert De Niro Burt Young Treat Williams Sergio Leone Crime Drama
102362,dead man down,2013.0,Dominic Cooper,Isabelle Huppert,James Biberi,Niels Arden Oplev,Action Crime Drama Thriller,Dominic Cooper Isabelle Huppert James Biberi Niels Arden Oplev Action Crime Drama Thriller
11162,the merchant of venice,2004.0,Al Pacino,Mackenzie Crook,Kris Marshall,Michael Radford,Drama Romance,Al Pacino Mackenzie Crook Kris Marshall Michael Radford Drama Romance
6016,the good thief,2002.0,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,Neil Jordan,Action Crime Drama Romance Thriller,Emir Kusturica Saïd Taghmaoui Tchéky Karyo Neil Jordan Action Crime Drama Romance Thriller
17186,supercross,2005.0,Channing Tatum,Mike Vogel,Steve Howey,Steve Boyum,Action Drama Romance Sport,Channing Tatum Mike Vogel Steve Howey Steve Boyum Action Drama Romance Sport
13967,miss potter,2006.0,Emily Watson,Bill Paterson,Lucy Boynton,Chris Noonan,Biography Drama Romance,Emily Watson Bill Paterson Lucy Boynton Chris Noonan Biography Drama Romance
87155,the promise,2005.0,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,Kaige Chen,Action Drama Fantasy,Dong-gun Jang Toby Leonard Moore Nicholas Tse Kaige Chen Action Drama Fantasy
9053,doa: dead or alive,2006.0,Steve Howey,Holly Valance,Sarah Carter,Corey Yuen,Action Adventure,Steve Howey Holly Valance Sarah Carter Corey Yuen Action Adventure
4512,the assassination of jesse james by the coward robert ford,2007.0,Brad Pitt,Jeremy Renner,Sam Shepard,Andrew Dominik,Biography Crime Drama History Western,Brad Pitt Jeremy Renner Sam Shepard Andrew Dominik Biography Crime Drama History Western
76349,1911,2011.0,Bingbing Li,Joan Chen,Jaycee Chan,Li Zhang,Action Adventure Drama History War,Bingbing Li Joan Chen Jaycee Chan Li Zhang Action Adventure Drama History War
31203,little nicholas,2009.0,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,Laurent Tirard,Comedy Family,Louise Bourgoin Sandrine Kiberlain Kad Merad Laurent Tirard Comedy Family
265208,wild card,2015.0,Jason Statham,Michael Angarano,Jason Alexander,Simon West,Action Crime Drama Thriller,Jason Statham Michael Angarano Jason Alexander Simon West Action Crime Drama Thriller
50135,animals united,2010.0,Jim Broadbent,Vanessa Redgrave,James Corden,Reinhard Klooss,Animation Comedy Family,Jim Broadbent Vanessa Redgrave James Corden Reinhard Klooss Animation Comedy Family
1874,the color of freedom,2007.0,Terry Pheto,Patrick Lyster,Tyrone Keogh,Bille August,Biography Drama History,Terry Pheto Patrick Lyster Tyrone Keogh Bille August Biography Drama History
271331,united passions,2014.0,Fisher Stevens,Thomas Kretschmann,Jemima West,Frédéric Auburtin,Drama History Sport,Fisher Stevens Thomas Kretschmann Jemima West Frédéric Auburtin Drama History Sport
215211,grace of monaco,2014.0,Paz Vega,Frank Langella,Derek Jacobi,Olivier Dahan,Biography Drama Romance,Paz Vega Frank Langella Derek Jacobi Olivier Dahan Biography Drama Romance
367961,a warrior's tail,2015.0,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,Maksim Fadeev,Adventure Animation Fantasy,Konstantin Khabenskiy Fedor Bondarchuk Sergey Garmash Maksim Fadeev Adventure Animation Fantasy
10955,ripley's game,2002.0,Ray Winstone,Dougray Scott,Chiara Caselli,Liliana Cavani,Crime Drama Mystery Thriller,Ray Winstone Dougray Scott Chiara Caselli Liliana Cavani Crime Drama Mystery Thriller
223702,sausage party,2016.0,James Franco,Salma Hayek,Anders Holm,Greg Tiernan,Adventure Animation Comedy Fantasy,James Franco Salma Hayek Anders Holm Greg Tiernan Adventure Animation Comedy Fantasy
254470,pitch perfect 2,2015.0,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Elizabeth Banks,Comedy Music,Anna Kendrick Birgitte Hjort Sørensen Hana Mae Lee Elizabeth Banks Comedy Music
69,walk the line,2005.0,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,James Mangold,Biography Drama Music Romance,Sandra Ellis Lafferty Dallas Roberts Tyler Hilton James Mangold Biography Drama Music Romance
63,12 monkeys,,Amanda Schull,Kirk Acevedo,Tom Noonan,unknown,Adventure Drama Mystery Sci-Fi Thriller,Amanda Schull Kirk Acevedo Tom Noonan unknown Adventure Drama Mystery Sci-Fi Thriller
4967,keeping the faith,2000.0,Lisa Edelstein,Milos Forman,Anne Bancroft,Edward Norton,Comedy Drama Romance,Lisa Edelstein Milos Forman Anne Bancroft Edward Norton Comedy Drama Romance
9449,the borrowers,1997.0,Jim Broadbent,Bradley Pierce,Mark Williams,Peter Hewitt,Adventure Comedy Family Fantasy,Jim Broadbent Bradley Pierce Mark Williams Peter Hewitt Adventure Comedy Family Fantasy
11499,frost/nixon,2008.0,Toby Jones,Clint Howard,Oliver Platt,Ron Howard,Drama,Toby Jones Clint Howard Oliver Platt Ron Howard Drama
4912,confessions of a dangerous mind,2002.0,Dick Clark,David Julian Hirsh,Jennifer Hall,George Clooney,Biography Comedy Crime Drama Romance Thriller,Dick Clark David Julian Hirsh Jennifer Hall George Clooney Biography Comedy Crime Drama Romance Thriller
12771,serving sara,2002.0,Matthew Perry,Jerry Stiller,Vincent Pastore,Reginald Hudlin,Comedy Romance,Matthew Perry Jerry Stiller Vincent Pastore Reginald Hudlin Comedy Romance
323676,the boss,2016.0,Peter Dinklage,Tyler Labine,Ben Falcone,Ben Falcone,Comedy,Peter Dinklage Tyler Labine Ben Falcone Ben Falcone Comedy
12506,cry freedom,1987.0,Denzel Washington,Kevin McNally,Penelope Wilton,Richard Attenborough,Biography Drama History,Denzel Washington Kevin McNally Penelope Wilton Richard Attenborough Biography Drama History
24071,mumford,1999.0,Zooey Deschanel,Alfre Woodard,Mary McDonnell,Lawrence Kasdan,Comedy Drama,Zooey Deschanel Alfre Woodard Mary McDonnell Lawrence Kasdan Comedy Drama
11249,seed of chucky,2004.0,Jason Flemyng,Billy Boyd,Hannah Spearritt,Don Mancini,Comedy Fantasy Horror Thriller,Jason Flemyng Billy Boyd Hannah Spearritt Don Mancini Comedy Fantasy Horror Thriller
9667,the jacket,2005.0,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,John Maybury,Drama Mystery Sci-Fi Thriller,Jennifer Jason Leigh Jason Lewis Angel Coulby John Maybury Drama Mystery Sci-Fi Thriller
812,aladdin,1992.0,Robin Williams,Frank Welker,Scott Weinger,Ron Clements,Adventure Animation Comedy Family Fantasy Musical Romance,Robin Williams Frank Welker Scott Weinger Ron Clements Adventure Animation Comedy Family Fantasy Musical Romance
277216,straight outta compton,2015.0,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,F. Gary Gray,Biography Crime Drama History Music,Aldis Hodge Neil Brown Jr. R. Marcos Taylor F. Gary Gray Biography Crime Drama History Music
87,indiana jones and the temple of doom,1984.0,Harrison Ford,Amrish Puri,Kate Capshaw,Steven Spielberg,Action Adventure,Harrison Ford Amrish Puri Kate Capshaw Steven Spielberg Action Adventure
14444,the rugrats movie,1998.0,Elizabeth Daily,Cree Summer,Christine Cavanaugh,Igor Kovalyov,Adventure Animation Comedy Drama Family Musical,Elizabeth Daily Cree Summer Christine Cavanaugh Igor Kovalyov Adventure Animation Comedy Drama Family Musical
2043,along came a spider,2001.0,Morgan Freeman,Billy Burke,Monica Potter,Lee Tamahori,Crime Drama Thriller,Morgan Freeman Billy Burke Monica Potter Lee Tamahori Crime Drama Thriller
315664,florence foster jenkins,2016.0,Meryl Streep,Nina Arianda,John Sessions,Stephen Frears,Biography Comedy Drama Music Romance,Meryl Streep Nina Arianda John Sessions Stephen Frears Biography Comedy Drama Music Romance
1428,once upon a time in mexico,2003.0,Johnny Depp,Salma Hayek,Enrique Iglesias,Robert Rodriguez,Action Crime Thriller,Johnny Depp Salma Hayek Enrique Iglesias Robert Rodriguez Action Crime Thriller
562,die hard,1988.0,Alan Rickman,Bruce Willis,Reginald VelJohnson,John McTiernan,Action Thriller,Alan Rickman Bruce Willis Reginald VelJohnson John McTiernan Action Thriller
15373,role models,2008.0,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,David Wain,Comedy,Joe Lo Truglio Ken Marino Bobb'e J. Thompson David Wain Comedy
318846,the big short,2015.0,Ryan Gosling,Christian Bale,Charlie Talbert,Adam McKay,Biography Comedy Drama History,Ryan Gosling Christian Bale Charlie Talbert Adam McKay Biography Comedy Drama History
26320,taking woodstock,2009.0,Imelda Staunton,Kevin Chamberlin,Demetri Martin,Ang Lee,Comedy Drama Music,Imelda Staunton Kevin Chamberlin Demetri Martin Ang Lee Comedy Drama Music
14292,miracle,2004.0,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Gavin O'Connor,Biography Drama History Sport,Eddie Cahill Noah Emmerich Kenneth Mitchell Gavin O'Connor Biography Drama History Sport
2018,the wedding planner,2001.0,Matthew McConaughey,Judy Greer,Alex Rocco,Adam Shankman,Comedy Romance,Matthew McConaughey Judy Greer Alex Rocco Adam Shankman Comedy Romance
192577,harlock: space pirate,2013.0,Shun Oguri,Yû Aoi,Haruma Miura,Shinji Aramaki,Adventure Animation Sci-Fi,Shun Oguri Yû Aoi Haruma Miura Shinji Aramaki Adventure Animation Sci-Fi
9428,the royal tenenbaums,2001.0,Bill Murray,Anjelica Huston,Seymour Cassel,Wes Anderson,Comedy Drama,Bill Murray Anjelica Huston Seymour Cassel Wes Anderson Comedy Drama
2832,identity,2003.0,Clea DuVall,Rebecca De Mornay,Jake Busey,James Mangold,Mystery Thriller,Clea DuVall Rebecca De Mornay Jake Busey James Mangold Mystery Thriller
137093,last vegas,2013.0,Robert De Niro,Morgan Freeman,Romany Malco,Jon Turteltaub,Comedy Romance,Robert De Niro Morgan Freeman Romany Malco Jon Turteltaub Comedy Romance
699,for your eyes only,1981.0,Julian Glover,Topol,Desmond Llewelyn,John Glen,Action Adventure Thriller,Julian Glover Topol Desmond Llewelyn John Glen Action Adventure Thriller
9778,serendipity,2001.0,Lilli Lavine,David Sparrow,Ann Talman,Peter Chelsom,Comedy Romance,Lilli Lavine David Sparrow Ann Talman Peter Chelsom Comedy Romance
8831,timecop,1994.0,Mia Sara,Bruce McGill,Gloria Reuben,Peter Hyams,Action Crime Sci-Fi Thriller,Mia Sara Bruce McGill Gloria Reuben Peter Hyams Action Crime Sci-Fi Thriller
9398,zoolander,2001.0,Milla Jovovich,Alexander Skarsgård,Will Ferrell,Ben Stiller,Comedy,Milla Jovovich Alexander Skarsgård Will Ferrell Ben Stiller Comedy
112949,safe haven,2013.0,David Lyons,Noah Lomax,Mimi Kirkland,Lasse Hallström,Drama Romance Thriller,David Lyons Noah Lomax Mimi Kirkland Lasse Hallström Drama Romance Thriller
10439,hocus pocus,1993.0,Vinessa Shaw,Omri Katz,Larry Bagby,Kenny Ortega,Comedy Family Fantasy,Vinessa Shaw Omri Katz Larry Bagby Kenny Ortega Comedy Family Fantasy
3638,no reservations,2007.0,Zoë Kravitz,Lily Rabe,Bob Balaban,Scott Hicks,Comedy Drama Romance,Zoë Kravitz Lily Rabe Bob Balaban Scott Hicks Comedy Drama Romance
23483,kick-ass,2010.0,Elizabeth McGovern,Deborah Twiss,Michael Rispoli,Matthew Vaughn,Action Comedy,Elizabeth McGovern Deborah Twiss Michael Rispoli Matthew Vaughn Action Comedy
62206,30 minutes or less,2011.0,Bianca Kajlich,Dilshad Vadsaria,Fred Ward,Ruben Fleischer,Action Comedy Crime,Bianca Kajlich Dilshad Vadsaria Fred Ward Ruben Fleischer Action Comedy Crime
10577,dracula 2000,2000.0,Gerard Butler,Danny Masterson,Jeri Ryan,Patrick Lussier,Action Fantasy Horror Thriller,Gerard Butler Danny Masterson Jeri Ryan Patrick Lussier Action Fantasy Horror Thriller
218778,"alexander and the terrible, horrible, no good, very bad day",2014.0,Bella Thorne,Steve Carell,Jennifer Garner,Miguel Arteta,Comedy Family,Bella Thorne Steve Carell Jennifer Garner Miguel Arteta Comedy Family
4348,pride & prejudice,2005.0,Talulah Riley,Brenda Blethyn,Simon Woods,Joe Wright,Drama Romance,Talulah Riley Brenda Blethyn Simon Woods Joe Wright Drama Romance
78,blade runner,1982.0,Harrison Ford,Sean Young,M. Emmet Walsh,Ridley Scott,Sci-Fi Thriller,Harrison Ford Sean Young M. Emmet Walsh Ridley Scott Sci-Fi Thriller
11780,rob roy,1995.0,Liam Neeson,Jason Flemyng,Eric Stoltz,Michael Caton-Jones,Adventure Biography,Liam Neeson Jason Flemyng Eric Stoltz Michael Caton-Jones Adventure Biography
192102,3 days to kill,2014.0,Connie Nielsen,Richard Sammel,Tómas Lemarquis,McG,Action Drama Thriller,Connie Nielsen Richard Sammel Tómas Lemarquis McG Action Drama Thriller
2001,we own the night,2007.0,Robert Duvall,Oleg Taktarov,Antoni Corone,James Gray,Crime Drama Thriller,Robert Duvall Oleg Taktarov Antoni Corone James Gray Crime Drama Thriller
10383,lost souls,2000.0,Philip Baker Hall,Bob Clendenin,Ben Chaplin,Janusz Kaminski,Drama Horror Thriller,Philip Baker Hall Bob Clendenin Ben Chaplin Janusz Kaminski Drama Horror Thriller
11516,winged migration,2001.0,Jacques Perrin,Philippe Labro,unknown,Jacques Perrin,Documentary,Jacques Perrin Philippe Labro unknown Jacques Perrin Documentary
10025,just my luck,2006.0,Samaire Armstrong,Carlos Ponce,Faizon Love,Donald Petrie,Comedy Fantasy Romance,Samaire Armstrong Carlos Ponce Faizon Love Donald Petrie Comedy Fantasy Romance
15198,"mystery, alaska",1999.0,Scott Grimes,Mary McCormack,Ron Eldard,Jay Roach,Comedy Drama Sport,Scott Grimes Mary McCormack Ron Eldard Jay Roach Comedy Drama Sport
23172,the spy next door,2010.0,Madeline Carroll,Amber Valletta,George Lopez,Brian Levant,Action Comedy Family,Madeline Carroll Amber Valletta George Lopez Brian Levant Action Comedy Family
17834,a simple wish,1997.0,Mara Wilson,Francis Capra,Kathleen Turner,Michael Ritchie,Comedy Family Fantasy,Mara Wilson Francis Capra Kathleen Turner Michael Ritchie Comedy Family Fantasy
10016,ghosts of mars,2001.0,Jason Statham,Clea DuVall,Natasha Henstridge,John Carpenter,Action Horror Sci-Fi,Jason Statham Clea DuVall Natasha Henstridge John Carpenter Action Horror Sci-Fi
10317,our brand is crisis,2015.0,Dominic Flores,Zoe Kazan,Scoot McNairy,David Gordon Green,Comedy Drama,Dominic Flores Zoe Kazan Scoot McNairy David Gordon Green Comedy Drama
58431,pride and prejudice and zombies,2016.0,Matt Smith,Bella Heathcote,Sam Riley,Burr Steers,Action Horror Romance,Matt Smith Bella Heathcote Sam Riley Burr Steers Action Horror Romance
9746,kundun,1997.0,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,Martin Scorsese,Biography Drama History War,Tenzin Thuthob Tsarong Tulku Jamyang Kunga Tenzin Tencho Gyalpo Martin Scorsese Biography Drama History War
13092,how to lose friends & alienate people,2008.0,James Corden,Katherine Parkinson,Fenella Woolgar,Robert B. Weide,Comedy Drama Romance,James Corden Katherine Parkinson Fenella Woolgar Robert B. Weide Comedy Drama Romance
59859,kick-ass 2,2013.0,Chloë Grace Moretz,Donald Faison,Augustus Prew,Jeff Wadlow,Action Comedy Crime,Chloë Grace Moretz Donald Faison Augustus Prew Jeff Wadlow Action Comedy Crime
13495,captain alatriste: the spanish musketeer,2006.0,Viggo Mortensen,Elena Anaya,Eduardo Noriega,Agustín Díaz Yanes,Adventure Drama History Romance Thriller War,Viggo Mortensen Elena Anaya Eduardo Noriega Agustín Díaz Yanes Adventure Drama History Romance Thriller War
254473,brick mansions,2014.0,Paul Walker,Robert Maillet,RZA,Camille Delamarre,Action Crime Drama Thriller,Paul Walker Robert Maillet RZA Camille Delamarre Action Crime Drama Thriller
700,octopussy,1983.0,Louis Jourdan,Kabir Bedi,Steven Berkoff,John Glen,Action Adventure Thriller,Louis Jourdan Kabir Bedi Steven Berkoff John Glen Action Adventure Thriller
4964,knocked up,2007.0,Harold Ramis,Martin Starr,Charlyne Yi,Judd Apatow,Comedy Romance,Harold Ramis Martin Starr Charlyne Yi Judd Apatow Comedy Romance
10024,my sister's keeper,2009.0,Jason Patric,Sofia Vassilieva,Jeffrey Markle,Nick Cassavetes,Drama,Jason Patric Sofia Vassilieva Jeffrey Markle Nick Cassavetes Drama
13490,"welcome home, roscoe jenkins",2008.0,Mo'Nique,Mike Epps,Cedric the Entertainer,Malcolm D. Lee,Comedy Drama Romance,Mo'Nique Mike Epps Cedric the Entertainer Malcolm D. Lee Comedy Drama Romance
15927,a passage to india,1984.0,Richard Wilson,Judy Davis,Art Malik,David Lean,Adventure Drama History,Richard Wilson Judy Davis Art Malik David Lean Adventure Drama History
1259,notes on a scandal,2006.0,Phil Davis,Andrew Simpson,Shaun Parkes,Richard Eyre,Crime Drama Romance Thriller,Phil Davis Andrew Simpson Shaun Parkes Richard Eyre Crime Drama Romance Thriller
5125,rendition,2007.0,J.K. Simmons,Jake Gyllenhaal,Meryl Streep,Gavin Hood,Drama Thriller,J.K. Simmons Jake Gyllenhaal Meryl Streep Gavin Hood Drama Thriller
51876,limitless,,Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman,unknown,Crime Drama Sci-Fi Thriller,Colin Salmon Mary Elizabeth Mastrantonio Jake McDorman unknown Crime Drama Sci-Fi Thriller
174,star trek vi: the undiscovered country,1991.0,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,Nicholas Meyer,Action Adventure Sci-Fi Thriller,Leonard Nimoy Kurtwood Smith Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi Thriller
9583,divine secrets of the ya-ya sisterhood,2002.0,Ellen Burstyn,Fionnula Flanagan,Matthew Settle,Callie Khouri,Drama,Ellen Burstyn Fionnula Flanagan Matthew Settle Callie Khouri Drama
278927,the jungle book,2016.0,Scarlett Johansson,Bill Murray,Garry Shandling,Jon Favreau,Adventure Drama Family Fantasy,Scarlett Johansson Bill Murray Garry Shandling Jon Favreau Adventure Drama Family Fantasy
9437,kiss the girls,1997.0,Morgan Freeman,Tony Goldwyn,Tatyana Ali,Gary Fleder,Crime Drama Mystery Thriller,Morgan Freeman Tony Goldwyn Tatyana Ali Gary Fleder Crime Drama Mystery Thriller
525,the blues brothers,1980.0,John Belushi,Aretha Franklin,Ray Charles,John Landis,Action Comedy Crime Music,John Belushi Aretha Franklin Ray Charles John Landis Action Comedy Crime Music
10188,the sisterhood of the traveling pants 2,2008.0,America Ferrera,Blythe Danner,Michael Rady,Sanaa Hamri,Comedy Drama Family Romance,America Ferrera Blythe Danner Michael Rady Sanaa Hamri Comedy Drama Family Romance
63574,joyful noise,2012.0,Dolly Parton,Jeremy Jordan,Jesse L. Martin,Todd Graff,Comedy Music,Dolly Parton Jeremy Jordan Jesse L. Martin Todd Graff Comedy Music
245,about a boy,2002.0,Sharon Small,Christopher Webster,Peter McNicholl,Chris Weitz,Comedy Drama Romance,Sharon Small Christopher Webster Peter McNicholl Chris Weitz Comedy Drama Romance
9825,lake placid,1999.0,Oliver Platt,Bridget Fonda,Ty Olsson,Steve Miner,Action Comedy Horror,Oliver Platt Bridget Fonda Ty Olsson Steve Miner Action Comedy Horror
9549,the right stuff,1983.0,Dennis Quaid,Scott Glenn,Sam Shepard,Philip Kaufman,Adventure Drama History,Dennis Quaid Scott Glenn Sam Shepard Philip Kaufman Adventure Drama History
61891,anonymous,2011.0,Vanessa Redgrave,Joely Richardson,Rafe Spall,Roland Emmerich,Drama History Thriller,Vanessa Redgrave Joely Richardson Rafe Spall Roland Emmerich Drama History Thriller
34584,the neverending story,1984.0,Gerald McRaney,Barret Oliver,Alan Oppenheimer,Wolfgang Petersen,Adventure Drama Family Fantasy,Gerald McRaney Barret Oliver Alan Oppenheimer Wolfgang Petersen Adventure Drama Family Fantasy
2666,dark city,1998.0,Rufus Sewell,William Hurt,Bruce Spence,Alex Proyas,Action Drama Fantasy Mystery Sci-Fi Thriller,Rufus Sewell William Hurt Bruce Spence Alex Proyas Action Drama Fantasy Mystery Sci-Fi Thriller
12783,the duchess,2008.0,Dominic Cooper,Hayley Atwell,Charlotte Rampling,Saul Dibb,Biography Drama History Romance,Dominic Cooper Hayley Atwell Charlotte Rampling Saul Dibb Biography Drama History Romance
21295,the honeymooners,,Jackie Gleason,Art Carney,Joyce Randolph,unknown,Comedy Family,Jackie Gleason Art Carney Joyce Randolph unknown Comedy Family
13155,return to oz,1985.0,Piper Laurie,Jean Marsh,Tim Rose,Walter Murch,Adventure Family Fantasy Horror Mystery,Piper Laurie Jean Marsh Tim Rose Walter Murch Adventure Family Fantasy Horror Mystery
42807,the newton boys,1998.0,Matthew McConaughey,Lew Temple,Dwight Yoakam,Richard Linklater,Action Crime Drama History Western,Matthew McConaughey Lew Temple Dwight Yoakam Richard Linklater Action Crime Drama History Western
28355,case 39,2009.0,Bradley Cooper,Callum Rennie,Vanesa Tomasino,Christian Alvart,Horror Mystery Thriller,Bradley Cooper Callum Rennie Vanesa Tomasino Christian Alvart Horror Mystery Thriller
8080,suspect zero,2004.0,Harry Lennix,Kevin Chamberlin,William Mapother,E. Elias Merhige,Crime Drama Mystery Thriller,Harry Lennix Kevin Chamberlin William Mapother E. Elias Merhige Crime Drama Mystery Thriller
5126,martian child,2007.0,Oliver Platt,Richard Schiff,Sophie Okonedo,Menno Meyjes,Comedy Drama Family,Oliver Platt Richard Schiff Sophie Okonedo Menno Meyjes Comedy Drama Family
56288,spy kids: all the time in the world in 4d,2011.0,Alexa PenaVega,Joel McHale,Daryl Sabara,Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,Alexa PenaVega Joel McHale Daryl Sabara Robert Rodriguez Action Adventure Comedy Family Sci-Fi
303858,money monster,2016.0,Julia Roberts,Jack O'Connell,Chris Bauer,Jodie Foster,Crime Drama Thriller,Julia Roberts Jack O'Connell Chris Bauer Jodie Foster Crime Drama Thriller
1613,formula 51,2001.0,Meat Loaf,Junix Inocian,Paul Barber,Ronny Yu,Action Comedy Crime Thriller,Meat Loaf Junix Inocian Paul Barber Ronny Yu Action Comedy Crime Thriller
31582,flawless,1999.0,Robert De Niro,Philip Seymour Hoffman,Chris Bauer,Joel Schumacher,Comedy Crime Drama,Robert De Niro Philip Seymour Hoffman Chris Bauer Joel Schumacher Comedy Crime Drama
16617,mindhunters,2004.0,LL Cool J,Clifton Collins Jr.,Eion Bailey,Renny Harlin,Crime Horror Mystery Thriller,LL Cool J Clifton Collins Jr. Eion Bailey Renny Harlin Crime Horror Mystery Thriller
8944,what just happened,2008.0,Robert De Niro,Robin Wright,Kristen Stewart,Barry Levinson,Comedy Drama,Robert De Niro Robin Wright Kristen Stewart Barry Levinson Comedy Drama
41488,the statement,2003.0,Charlotte Rampling,Colin Salmon,John Neville,Norman Jewison,Drama Thriller,Charlotte Rampling Colin Salmon John Neville Norman Jewison Drama Thriller
37028,the magic flute,2006.0,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser,Kenneth Branagh,Drama Musical Romance,Kim-Marie Woodhouse Amy Carson Joseph Kaiser Kenneth Branagh Drama Musical Romance
14560,paul blart: mall cop,2009.0,Erick Avari,Adhir Kalyan,Allen Covert,Steve Carr,Action Comedy Crime,Erick Avari Adhir Kalyan Allen Covert Steve Carr Action Comedy Crime
10330,freaky friday,2003.0,Jamie Lee Curtis,Julie Gonzalo,Willie Garson,Mark Waters,Comedy Family Fantasy Music Romance,Jamie Lee Curtis Julie Gonzalo Willie Garson Mark Waters Comedy Family Fantasy Music Romance
6957,the 40-year-old virgin,2005.0,Steve Carell,Romany Malco,Gerry Bednob,Judd Apatow,Comedy Romance,Steve Carell Romany Malco Gerry Bednob Judd Apatow Comedy Romance
1934,shakespeare in love,1998.0,Tom Wilkinson,Martin Clunes,Simon Callow,John Madden,Comedy Drama Romance,Tom Wilkinson Martin Clunes Simon Callow John Madden Comedy Drama Romance
169917,a walk among the tombstones,2014.0,Liam Neeson,Boyd Holbrook,David Harbour,Scott Frank,Crime Drama Mystery Thriller,Liam Neeson Boyd Holbrook David Harbour Scott Frank Crime Drama Mystery Thriller
951,kindergarten cop,1990.0,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,Ivan Reitman,Action Comedy Crime,Richard Tyson Cathy Moriarty Penelope Ann Miller Ivan Reitman Action Comedy Crime
